발주번호,발주일자,공급업체,품목카테고리,수량,단가,금액
P00923,2026-03-06,다우설비,소모품,6,106800,640800
P00924,2026-03-10,코스모기술,원부자재,17,111700,1898900
P00925,2026-03-10,대한상사,소모품,13,104000,1352000
P00926,2026-03-11,다우설비,소모품,2,113600,227200
P00927,2026-03-11,코스모기술,소모품,41,104400,4280400
P00928,2026-03-12,한빛물류,원부자재,11,118200,1300200
P00929,2026-03-13,청년기업협동조합,사무용품,18,102000,1836000
P00930,2026-03-13,한빛물류,원부자재,5,102300,511500
P00931,2026-03-13,대한상사,소모품,33,102400,3379200
P00932,2026-03-13,다우설비,소모품,4,108600,434400
P00933,2026-03-13,대한상사,원부자재,15,117000,1755000
P00934,2026-03-13,대한상사,원부자재,25,107200,2680000
P00935,2026-03-16,대한상사,소모품,49,106800,5233200
P00936,2026-03-16,센트럴시스템즈,설비,33,94100,3105300
P00937,2026-03-16,대한상사,원부자재,4,107500,430000
P00938,2026-03-16,한빛물류,사무용품,15,97400,1461000
P00939,2026-03-16,대한상사,소모품,4,112900,451600
P00940,2026-03-17,서울전자유통,사무용품,21,101900,2139900
P00941,2026-03-17,한빛물류,원부자재,5,112700,563500
P00942,2026-03-17,우리텍,사무용품,14,93000,1302000
P00943,2026-03-17,대한상사,원부자재,40,105200,4208000
P00944,2026-03-18,코스모기술,원부자재,4,105000,420000
P00945,2026-03-18,대한상사,소모품,35,105400,3689000
P00946,2026-03-18,센트럴시스템즈,설비,23,82300,1892900
P00947,2026-03-18,미래ENG,물류/운송,27,41500,1120500
P00948,2026-03-18,대한상사,소모품,32,110300,3529600
P00949,2026-03-19,대한상사,소모품,12,107200,1286400
P00950,2026-03-19,다우설비,소모품,6,110900,665400
P00951,2026-03-19,대한상사,원부자재,2,103400,206800
P00952,2026-03-20,그린산업,설비,41,87800,3599800
P00953,2026-03-20,센트럴시스템즈,IT장비,48,64700,3105600
P00954,2026-03-20,대한상사,소모품,17,111500,1895500
P00955,2026-03-23,한빛물류,사무용품,19,92500,1757500
P00956,2026-03-23,한빛물류,사무용품,23,98400,2263200
P00957,2026-03-24,대한상사,원부자재,31,121500,3766500
P00958,2026-03-24,한빛물류,원부자재,27,116200,3137400
P00959,2026-03-26,그린산업,설비,43,96400,4145200
P00960,2026-03-26,대한상사,원부자재,26,112700,2930200
P00961,2026-03-27,다우설비,소모품,43,119300,5129900
P00962,2026-03-27,코스모기술,원부자재,7,111900,783300
P00963,2026-03-27,대한상사,소모품,12,104500,1254000
P00964,2026-03-27,대한상사,소모품,1,123600,123600
P00965,2026-03-27,한빛물류,사무용품,2,104900,209800
P00966,2026-03-30,센트럴시스템즈,IT장비,35,69200,2422000
P00967,2026-03-30,코스모기술,원부자재,2,105400,210800
P00968,2026-03-30,대한상사,원부자재,38,118500,4503000
P00969,2026-03-30,코스모기술,원부자재,20,115700,2314000
P00970,2026-03-30,대한상사,소모품,28,110700,3099600
P00971,2026-03-30,대한상사,원부자재,26,113700,2956200
P00972,2026-03-30,한빛물류,원부자재,4,121700,486800
P00973,2026-03-30,한빛물류,사무용품,39,95700,3732300
P00974,2026-03-31,다우설비,소모품,20,104500,2090000
P00975,2026-04-01,대한상사,원부자재,6,117400,704400
P00976,2026-04-01,대한상사,원부자재,5,101200,506000
P00977,2026-04-01,대한상사,소모품,10,107400,1074000
P00978,2026-04-01,센트럴시스템즈,설비,43,82200,3534600
P00979,2026-04-02,다우설비,소모품,17,111100,1888700
P00980,2026-04-03,대한상사,소모품,9,107000,963000
P00981,2026-04-06,코스모기술,원부자재,41,100900,4136900
P00982,2026-04-06,코스모기술,원부자재,45,100000,4500000
P00983,2026-04-06,청년기업협동조합,사무용품,17,100100,1701700
P00984,2026-04-06,서울전자유통,용역,33,71800,2369400
P00985,2026-04-08,센트럴시스템즈,IT장비,15,69800,1047000
P00986,2026-04-08,대한상사,소모품,28,110800,3102400
P00987,2026-04-08,대한상사,원부자재,40,118300,4732000
P00988,2026-04-08,한빛물류,원부자재,33,111400,3676200
P00989,2026-04-08,대한상사,소모품,10,115600,1156000
P00990,2026-04-08,대한상사,소모품,30,106400,3192000
P00991,2026-04-08,서울전자유통,용역,45,71200,3204000
P00992,2026-04-08,코스모기술,원부자재,43,100300,4312900
P00993,2026-04-09,다우설비,소모품,35,122100,4273500
P00994,2026-04-09,대한상사,원부자재,47,113300,5325100
P00995,2026-04-09,대한상사,소모품,31,120700,3741700
P00996,2026-04-09,한빛물류,사무용품,12,91500,1098000
P00997,2026-04-10,대한상사,원부자재,37,113400,4195800
P00998,2026-04-10,코스모기술,원부자재,6,111000,666000
P00999,2026-04-10,한빛물류,원부자재,47,117600,5527200
P01000,2026-04-13,코스모기술,소모품,30,122300,3669000
P01001,2026-04-13,다우설비,소모품,17,104900,1783300
P01002,2026-04-13,다우설비,소모품,35,117200,4102000
P01003,2026-04-14,대한상사,소모품,48,119100,5716800
P01004,2026-04-14,한빛물류,원부자재,7,109900,769300
P01005,2026-04-14,대한상사,소모품,10,106400,1064000
P01006,2026-04-15,대한상사,원부자재,47,103900,4883300
P01007,2026-04-16,그린산업,원부자재,34,105500,3587000
P01008,2026-04-16,대한상사,소모품,31,116000,3596000
P01009,2026-04-16,대한상사,소모품,47,120700,5672900
P01010,2026-04-16,서울전자유통,사무용품,5,100400,502000
P01011,2026-04-17,다우설비,소모품,47,108600,5104200
P01012,2026-04-17,대한상사,소모품,16,116500,1864000
P01013,2026-04-17,코스모기술,원부자재,21,116200,2440200
P01014,2026-04-17,대한상사,소모품,47,114700,5390900
P01015,2026-04-20,그린산업,원부자재,4,113100,452400
P01016,2026-04-20,센트럴시스템즈,IT장비,23,72300,1662900
P01017,2026-04-20,대한상사,원부자재,28,105900,2965200
P01018,2026-04-20,대한상사,원부자재,11,100600,1106600
P01019,2026-04-20,대한상사,원부자재,13,119300,1550900
P01020,2026-04-20,대한상사,소모품,19,117600,2234400
P01021,2026-04-21,그린산업,원부자재,37,119100,4406700
P01022,2026-04-22,다우설비,소모품,33,109600,3616800
P01023,2026-04-22,대한상사,소모품,43,109600,4712800
P01024,2026-04-23,대한상사,소모품,39,108900,4247100
P01025,2026-04-23,미래ENG,물류/운송,7,38900,272300
P01026,2026-04-23,서울전자유통,용역,37,69700,2578900
P01027,2026-04-24,그린산업,설비,12,83400,1000800
P01028,2026-04-24,미래ENG,물류/운송,3,43900,131700
P01029,2026-04-24,다우설비,소모품,45,115600,5202000
P01030,2026-04-24,한빛물류,원부자재,41,119600,4903600
P01031,2026-04-27,대한상사,소모품,6,116400,698400
P01032,2026-04-27,다우설비,소모품,16,109200,1747200
P01033,2026-04-27,한빛물류,원부자재,45,102900,4630500
P01034,2026-04-27,다우설비,소모품,15,113200,1698000
P01035,2026-04-27,대한상사,소모품,23,118100,2716300
P01036,2026-04-28,대한상사,원부자재,37,122000,4514000
P01037,2026-04-28,대한상사,원부자재,41,121000,4961000
P01038,2026-04-28,서울전자유통,용역,41,81600,3345600
P01039,2026-04-28,그린산업,원부자재,20,114600,2292000
P01040,2026-04-29,대한상사,소모품,32,120700,3862400
P01041,2026-04-29,한빛물류,사무용품,44,91400,4021600
P01042,2026-04-30,서울전자유통,사무용품,4,105700,422800
P01043,2026-04-30,그린산업,원부자재,27,110700,2988900
P01044,2026-04-30,한빛물류,사무용품,18,101500,1827000
P01045,2026-05-01,다우설비,소모품,30,103800,3114000
P01046,2026-05-04,서울전자유통,사무용품,23,103700,2385100
P01047,2026-05-04,대한상사,소모품,34,106900,3634600
P01048,2026-05-04,대한상사,소모품,26,115800,3010800
P01049,2026-05-04,미래ENG,물류/운송,41,39900,1635900
P01050,2026-05-05,한빛물류,원부자재,28,117200,3281600
P01051,2026-05-05,그린산업,설비,15,98100,1471500
P01052,2026-05-05,서울전자유통,용역,2,70800,141600
P01053,2026-05-05,센트럴시스템즈,IT장비,23,65500,1506500
P01054,2026-05-05,그린산업,원부자재,23,113900,2619700
P01055,2026-05-06,미래ENG,물류/운송,41,40800,1672800
P01056,2026-05-06,서울전자유통,용역,21,76100,1598100
P01057,2026-05-06,대한상사,원부자재,26,116600,3031600
P01058,2026-05-06,그린산업,원부자재,3,119100,357300
P01059,2026-05-07,다우설비,소모품,49,105400,5164600
P01060,2026-05-07,우리텍,사무용품,25,101800,2545000
P01061,2026-05-07,코스모기술,원부자재,45,100200,4509000
P01062,2026-05-07,서울전자유통,사무용품,27,92000,2484000
P01063,2026-05-07,서울전자유통,사무용품,8,97700,781600
P01064,2026-05-08,한빛물류,원부자재,36,111000,3996000
P01065,2026-05-11,한빛물류,원부자재,45,121700,5476500
P01066,2026-05-11,대한상사,소모품,11,120700,1327700
P01067,2026-05-12,대한상사,원부자재,43,102900,4424700
P01068,2026-05-12,서울전자유통,사무용품,14,95600,1338400
P01069,2026-05-12,서울전자유통,용역,6,77300,463800
P01070,2026-05-13,코스모기술,원부자재,8,117100,936800
P01071,2026-05-13,서울전자유통,용역,45,71600,3222000
P01072,2026-05-13,한빛물류,원부자재,26,115900,3013400
P01073,2026-05-13,센트럴시스템즈,IT장비,48,66000,3168000
P01074,2026-05-13,미래ENG,물류/운송,46,37300,1715800
P01075,2026-05-14,센트럴시스템즈,설비,8,93400,747200
P01076,2026-05-14,대한상사,원부자재,26,107200,2787200
P01077,2026-05-14,서울전자유통,용역,14,74900,1048600
P01078,2026-05-14,대한상사,원부자재,8,101000,808000
P01079,2026-05-14,그린산업,설비,27,85100,2297700
P01080,2026-05-18,대한상사,소모품,25,122300,3057500
P01081,2026-05-18,그린산업,원부자재,22,112400,2472800
P01082,2026-05-20,센트럴시스템즈,설비,2,85400,170800
P01083,2026-05-20,대한상사,소모품,11,113600,1249600
P01084,2026-05-20,대한상사,원부자재,25,119500,2987500
P01085,2026-05-21,한빛물류,원부자재,24,102500,2460000
P01086,2026-05-21,그린산업,원부자재,21,118300,2484300
P01087,2026-05-22,한빛물류,사무용품,2,102700,205400
P01088,2026-05-22,한빛물류,사무용품,48,92700,4449600
P01089,2026-05-25,한빛물류,원부자재,26,113400,2948400
P01090,2026-05-25,다우설비,소모품,42,118400,4972800
P01091,2026-05-26,한빛물류,사무용품,30,93600,2808000
P01092,2026-05-26,청년기업협동조합,사무용품,33,91900,3032700
P01093,2026-05-26,미래ENG,물류/운송,31,43700,1354700
P01094,2026-05-26,대한상사,원부자재,32,111500,3568000
P01095,2026-05-27,코스모기술,원부자재,10,114700,1147000
P01096,2026-05-27,우리텍,사무용품,6,105900,635400
P01097,2026-05-27,우리텍,사무용품,44,95100,4184400
P01098,2026-05-28,대한상사,소모품,47,120700,5672900
P01099,2026-05-28,우리텍,사무용품,47,90200,4239400
P01100,2026-05-28,미래ENG,물류/운송,45,41300,1858500
P01101,2026-05-29,미래ENG,물류/운송,24,39500,948000
P01102,2026-05-29,그린산업,원부자재,30,112600,3378000
P01103,2026-05-29,그린산업,원부자재,49,106700,5228300
P01104,2026-05-29,한빛물류,원부자재,13,101900,1324700
P01105,2026-06-01,코스모기술,소모품,23,104900,2412700
P01106,2026-06-01,코스모기술,소모품,1,115000,115000
P01107,2026-06-01,대한상사,소모품,38,104000,3952000
P01108,2026-06-01,대한상사,원부자재,1,115600,115600
P01109,2026-06-01,미래ENG,물류/운송,9,44200,397800
P01110,2026-06-01,대한상사,소모품,17,102300,1739100
P01111,2026-06-02,청년기업협동조합,사무용품,46,94800,4360800
P01112,2026-06-02,우리텍,사무용품,18,94200,1695600
P01113,2026-06-02,대한상사,소모품,26,112900,2935400
P01114,2026-06-04,대한상사,원부자재,3,121600,364800
P01115,2026-06-04,대한상사,원부자재,25,121000,3025000
P01116,2026-06-05,대한상사,소모품,48,119900,5755200
P01117,2026-06-05,미래ENG,물류/운송,3,40700,122100
P01118,2026-06-08,대한상사,소모품,33,110400,3643200
P01119,2026-06-08,대한상사,원부자재,19,105600,2006400
P01120,2026-06-08,그린산업,원부자재,13,213300,2772900
P01121,2026-06-08,대한상사,원부자재,36,116000,4176000
P01122,2026-06-09,다우설비,소모품,35,111200,3892000
P01123,2026-06-09,다우설비,소모품,11,120100,1321100
P01124,2026-06-10,대한상사,원부자재,47,120400,5658800
P01125,2026-06-10,대한상사,원부자재,15,106900,1603500
P01126,2026-06-10,대한상사,원부자재,43,119900,5155700
P01127,2026-06-11,대한상사,소모품,32,102900,3292800
P01128,2026-06-11,코스모기술,원부자재,6,100800,604800
P01129,2026-06-11,그린산업,원부자재,31,178900,5545900
P01130,2026-06-12,센트럴시스템즈,설비,17,93500,1589500
P01131,2026-06-15,한빛물류,원부자재,45,110900,4990500
P01132,2026-06-16,대한상사,원부자재,4,117400,469600
P01133,2026-06-16,대한상사,원부자재,38,119300,4533400
P01134,2026-06-17,서울전자유통,용역,16,71700,1147200
P01135,2026-06-17,청년기업협동조합,사무용품,39,90400,3525600
P01136,2026-06-17,코스모기술,소모품,14,112700,1577800
P01137,2026-06-18,센트럴시스템즈,IT장비,5,67900,339500
P01138,2026-06-18,대한상사,원부자재,40,113400,4536000
P01139,2026-06-18,대한상사,소모품,35,123400,4319000
P01140,2026-06-18,다우설비,소모품,20,121100,2422000
P01141,2026-06-18,미래ENG,물류/운송,17,36900,627300
P01142,2026-06-18,미래ENG,물류/운송,45,42700,1921500
P01143,2026-06-18,한빛물류,사무용품,11,108700,1195700
P01144,2026-06-18,그린산업,원부자재,2,194700,389400
P01145,2026-06-19,그린산업,설비,36,81500,2934000
P01146,2026-06-19,한빛물류,사무용품,22,105700,2325400
P01147,2026-06-19,서울전자유통,용역,15,81100,1216500
P01148,2026-06-19,서울전자유통,용역,7,73800,516600
P01149,2026-06-22,그린산업,원부자재,49,210600,10319400
P01150,2026-06-22,센트럴시스템즈,IT장비,13,62700,815100
P01151,2026-06-23,대한상사,원부자재,34,108200,3678800
P01152,2026-06-23,그린산업,원부자재,29,207400,6014600
P01153,2026-06-24,대한상사,소모품,38,111400,4233200
P01154,2026-06-24,다우설비,소모품,49,107700,5277300
P01155,2026-06-24,대한상사,소모품,32,105600,3379200
P01156,2026-06-25,코스모기술,소모품,31,123600,3831600
P01157,2026-06-26,한빛물류,원부자재,31,109800,3403800
P01158,2026-06-29,미래ENG,물류/운송,15,38700,580500
P01159,2026-06-30,다우설비,소모품,39,116900,4559100
P01160,2026-07-01,그린산업,설비,17,97700,1660900
P01161,2026-07-01,대한상사,소모품,2,104400,208800
P01162,2026-07-01,대한상사,원부자재,13,114800,1492400
P01163,2026-07-01,한빛물류,사무용품,1,89100,89100
P01164,2026-07-02,대한상사,원부자재,43,118000,5074000
P01165,2026-07-02,우리텍,사무용품,25,89700,2242500
P01166,2026-07-02,대한상사,원부자재,41,105900,4341900
P01167,2026-07-03,미래ENG,물류/운송,31,43100,1336100
P01168,2026-07-03,한빛물류,원부자재,43,108100,4648300
P01169,2026-07-03,대한상사,원부자재,35,109500,3832500
P01170,2026-07-06,미래ENG,물류/운송,12,38200,458400
P01171,2026-07-06,우리텍,사무용품,24,105800,2539200
P01172,2026-07-07,미래ENG,물류/운송,32,39200,1254400
P01173,2026-07-07,한빛물류,원부자재,15,106600,1599000
P01174,2026-07-07,대한상사,원부자재,15,101700,1525500
P01175,2026-07-07,그린산업,원부자재,9,195500,1759500
P01176,2026-07-08,대한상사,소모품,49,117200,5742800
P01177,2026-07-09,코스모기술,소모품,15,119300,1789500
P01178,2026-07-09,다우설비,소모품,15,123500,1852500
P01179,2026-07-10,대한상사,원부자재,41,106100,4350100
P01180,2026-07-13,한빛물류,원부자재,22,111200,2446400
P01181,2026-07-13,서울전자유통,사무용품,46,89300,4107800
P01182,2026-07-13,대한상사,원부자재,34,121900,4144600
P01183,2026-07-14,미래ENG,물류/운송,2,39200,78400
P01184,2026-07-14,한빛물류,사무용품,21,104700,2198700
P01185,2026-07-14,한빛물류,원부자재,26,118500,3081000
P01186,2026-07-15,그린산업,원부자재,27,216700,5850900
P01187,2026-07-15,센트럴시스템즈,설비,34,83900,2852600
P01188,2026-07-16,그린산업,원부자재,14,200300,2804200
P01189,2026-07-16,서울전자유통,용역,38,75500,2869000
P01190,2026-07-16,서울전자유통,사무용품,22,96400,2120800
P01191,2026-07-16,대한상사,원부자재,16,113900,1822400
P01192,2026-07-16,대한상사,소모품,39,112100,4371900
P01193,2026-07-16,미래ENG,물류/운송,10,39500,395000
P01194,2026-07-16,한빛물류,사무용품,17,94200,1601400
P01195,2026-07-16,우리텍,사무용품,17,95100,1616700
P01196,2026-07-17,한빛물류,원부자재,17,110900,1885300
P01197,2026-07-17,대한상사,원부자재,7,113800,796600
P01198,2026-07-17,센트럴시스템즈,설비,39,97800,3814200
P01199,2026-07-17,대한상사,소모품,26,115700,3008200
P01200,2026-07-17,서울전자유통,사무용품,22,96100,2114200
P01201,2026-07-17,청년기업협동조합,사무용품,8,97200,777600
P01202,2026-07-20,한빛물류,사무용품,27,95100,2567700
P01203,2026-07-20,미래ENG,물류/운송,39,36800,1435200
P01204,2026-07-20,대한상사,소모품,7,105100,735700
P01205,2026-07-21,미래ENG,물류/운송,7,38500,269500
P01206,2026-07-21,한빛물류,사무용품,15,105700,1585500
P01207,2026-07-21,코스모기술,소모품,41,116700,4784700
P01208,2026-07-21,미래ENG,물류/운송,36,37400,1346400
P01209,2026-07-21,한빛물류,사무용품,26,96700,2514200
P01210,2026-07-21,한빛물류,사무용품,47,102700,4826900
P01211,2026-07-22,대한상사,소모품,45,114600,5157000
P01212,2026-07-22,대한상사,소모품,1,117300,117300
P01213,2026-07-23,대한상사,소모품,28,121300,3396400
P01214,2026-07-24,대한상사,소모품,31,116900,3623900
P01215,2026-07-24,대한상사,원부자재,1,111700,111700
P01216,2026-07-24,대한상사,원부자재,23,111900,2573700
P01217,2026-07-27,대한상사,소모품,14,111000,1554000
P01218,2026-07-28,대한상사,원부자재,45,105400,4743000
P01219,2026-07-28,대한상사,원부자재,43,102400,4403200
P01220,2026-07-28,다우설비,소모품,47,103600,4869200
P01221,2026-07-28,한빛물류,사무용품,30,92800,2784000
P01222,2026-07-28,한빛물류,사무용품,18,96100,1729800
P01223,2026-07-28,센트럴시스템즈,IT장비,15,73800,1107000
P01224,2026-07-29,한빛물류,사무용품,7,95000,665000
P01225,2026-07-29,코스모기술,원부자재,40,106100,4244000
P01226,2026-07-29,서울전자유통,용역,18,73800,1328400
P01227,2026-07-29,한빛물류,원부자재,34,109600,3726400
P01228,2026-07-29,대한상사,원부자재,45,106300,4783500
